x,y,z
1.20498291998054E-17,-5,0.2
0.453468503465486,-4.96471347086888,0.2
0.906932323620416,-4.92936680784952,0.2
1.36039142838599,-4.89395970294161,0.2
1.8138457853834,-4.8584918457521,0.2
2.26729536188162,-4.82296292308265,0.2
2.72074012481785,-4.78737261909788,0.2
3.17418004078298,-4.75172061521412,0.2
3.62761507602008,-4.71600659009243,0.2
4.08104519641855,-4.68023021959722,0.2
4.5344703675093,-4.64439117676307,0.2
4.98789055445935,-4.60848913175729,0.2
5.44130572206709,-4.57252375184757,0.2
5.8947158347571,-4.53649470136682,0.2
6.34812085657491,-4.50040164167682,0.2
6.8015207511815,-4.46424423113118,0.2
7.25491548184787,-4.42802212503781,0.2
7.7083050114494,-4.39173497562072,0.2
8.16168930246014,-4.3553824319812,0.2
8.61506831694702,-4.31896414005848,0.2
9.06844201656391,-4.28247974258941,0.2
9.52181036254538,-4.24592887906617,0.2
9.97517331570068,-4.20931118569583,0.2
10.4285308364077,-4.17262629535947,0.2
10.8818828846065,-4.13587383756944,0.2
11.3352294197931,-4.09905343842591,0.2
11.7885704010123,-4.06216472057269,0.2
12.241905786852,-4.02520730315242,0.2
12.695235535435,-3.9881808017608,0.2
13.1485596044134,-3.95108482840029,0.2
13.6018779509604,-3.91391899143287,0.2
14.0551905317637,-3.87668289553206,0.2
14.5084973030181,-3.83937614163416,0.2
14.9617982204177,-3.80199832688845,0.2
15.4150932391481,-3.76454904460606,0.2
15.8683823138792,-3.72702788420916,0.2
16.3216653987569,-3.68943443117921,0.2
16.7749424473949,-3.65176826700381,0.2
17.2282134128667,-3.61402896912269,0.2
17.6814782476972,-3.57621611087266,0.2
18.1347369038539,-3.53832926143173,0.2
18.5879893327383,-3.50036798576211,0.2
19.0412354851771,-3.46233184455231,0.2
19.4944753114126,-3.42422039415818,0.2
19.947708761094,-3.38603318654287,0.2
20.4009357832677,-3.3477697692158,0.2
20.8541563263675,-3.30942968517042,0.2
21.3073703382052,-3.271012472821,0.2
21.7605777659599,-3.23251766593813,0.2
22.2137785561683,-3.19394479358313,0.2
22.666972654714,-3.15529338004131,0.2
23.1201600068169,-3.11656294475386,0.2
23.5733405570224,-3.07775300224868,0.2
24.0265142491898,-3.03886306206977,0.2
24.4796810264818,-2.99989262870542,0.2
24.9328408313522,-2.960841201515,0.2
25.3859936055344,-2.92170827465438,0.2
25.8391392900292,-2.88249333700006,0.2
26.2922778250927,-2.84319587207179,0.2
26.7454091502235,-2.80381535795372,0.2
27.19853320415,-2.76435126721407,0.2
27.6516499248172,-2.72480306682324,0.2
28.1047592493731,-2.68517021807042,0.2
28.5578611141556,-2.64545217647853,0.2
29.010955454678,-2.6056483917175,0.2
29.4640422056147,-2.56575830751577,0.2
29.9171213007869,-2.52578136157039,0.2
30.3701926731478,-2.48571698545563,0.2
30.8232562547669,-2.44556460452906,0.2
31.2763119768145,-2.40532363783398,0.2
31.7293597695458,-2.3649934980025,0.2
32.1823995622854,-2.32457359116368,0.2
32.6354312834105,-2.28406331684221,0.2
33.0884548603319,-2.2434620678302,0.2
33.5414702194756,-2.20276923007648,0.2
33.9944772862727,-2.16198418265826,0.2
34.4474759851442,-2.12110629770451,0.2
34.9004662394588,-2.08013494002832,0.2
35.3534479715035,-2.03906946689088,0.2
35.8064211025375,-1.99790922870464,0.2
36.2593855527976,-1.95665356917836,0.2
36.7123412412492,-1.915301822689,0.2
37.1652880855727,-1.87385331425316,0.2
37.6182260027871,-1.8323073664426,0.2
38.0711549088108,-1.79066329467067,0.2
38.5240747167952,-1.74892038921032,0.2
38.9769853400287,-1.70707794690103,0.2
39.4298866956973,-1.6651353117152,0.2
39.8827786882928,-1.62309169566446,0.2
40.335661204056,-1.58094612042578,0.2
40.7885341956383,-1.53869832653957,0.2
41.2413976635861,-1.49634856847156,0.2
41.6942512610013,-1.45389339303375,0.2
42.147094554265,-1.41132845181954,0.2
42.5999286789717,-1.36866607797686,0.2
43.0527545817742,-1.32591652634478,0.2
43.5055666400109,-1.28302057075737,0.2
43.9583622522446,-1.2399513754956,0.2
44.411164681856,-1.19695395020397,0.2
44.8639747463705,-1.15403671569839,0.2
45.3166999129341,-1.11023436429553,0.2
45.7693144562811,-1.06530134097957,0.2
46.2219090513884,-1.02016970767905,0.2
46.6744463948995,-0.97446411243316,0.2
47.1266487310791,-0.925552192106508,0.2
47.5785043780007,-0.87360712047504,0.2
48.0310683643881,-0.827854977212088,0.2
48.484236126092,-0.7900874646808,0.2
48.9350954252391,-0.729784521229756,0.2
49.3800399336747,-0.630800704341792,0.2
49.827127758099,-0.613644742677127,0.2
50.2836019846886,-0.703627552080765,0.2
50.7252810702032,-0.691420487470827,0.2
50.8953946895536,-0.288144268474286,0.2
51.3733737828301,-0.264286501102631,0.2
51.8115677131117,-0.343538616729201,0.2
52.2677794751965,-0.356836916323343,0.2
52.7093160597668,-0.249447190207701,0.2
53.1359761901601,-0.0916373429320081,0.2
53.5724959021929,0.0359539996306367,0.2
54.0129163128827,0.149722843584987,0.2
54.4491746477164,0.27828790971938,0.2
