X,Y,Z,dX,dY,dZ,Tangent
-563.25,-563.25,0,-3.23517,-3.23517,0,4.57523
-563.283,-563.283,0,-3.23496,-3.23496,0,4.57493
-563.315,-563.315,0,-3.23443,-3.23443,0,4.57417
-563.347,-563.347,0,-3.23357,-3.23357,0,4.57296
-563.38,-563.38,0,-3.2324,-3.2324,0,4.5713
-563.412,-563.412,0,-3.23089,-3.23089,0,4.56918
-563.444,-563.444,0,-3.22907,-3.22907,0,4.5666
-563.477,-563.477,0,-3.22692,-3.22692,0,4.56356
-563.509,-563.509,0,-3.22445,-3.22445,0,4.56007
-563.541,-563.541,0,-3.22166,-3.22166,0,4.55612
-563.573,-563.573,0,-3.21855,-3.21855,0,4.55171
-563.605,-563.605,0,-3.21511,-3.21511,0,4.54685
-563.637,-563.637,0,-3.21135,-3.21135,0,4.54153
-563.67,-563.67,0,-3.20727,-3.20727,0,4.53576
-563.702,-563.702,0,-3.20286,-3.20286,0,4.52953
-563.734,-563.734,0,-3.19813,-3.19813,0,4.52284
-563.766,-563.766,0,-3.19308,-3.19308,0,4.51569
-563.798,-563.798,0,-3.1877,-3.1877,0,4.50809
-563.829,-563.829,0,-3.18201,-3.18201,0,4.50004
-563.861,-563.861,0,-3.17599,-3.17599,0,4.49152
-563.893,-563.893,0,-3.16964,-3.16964,0,4.48255
-563.925,-563.925,0,-3.16298,-3.16298,0,4.47313
-563.956,-563.956,0,-3.15599,-3.15599,0,4.46324
-563.988,-563.988,0,-3.14868,-3.14868,0,4.4529
-564.019,-564.019,0,-3.14104,-3.14104,0,4.44211
-564.05,-564.05,0,-3.13309,-3.13309,0,4.43085
-564.082,-564.082,0,-3.12481,-3.12481,0,4.41914
-564.113,-564.113,0,-3.1162,-3.1162,0,4.40698
-564.144,-564.144,0,-3.10728,-3.10728,0,4.39436
-564.175,-564.175,0,-3.09803,-3.09803,0,4.38128
-564.206,-564.206,0,-3.08846,-3.08846,0,4.36774
-564.237,-564.237,0,-3.07857,-3.07857,0,4.35375
-564.268,-564.268,0,-3.06835,-3.06835,0,4.3393
-564.298,-564.298,0,-3.05781,-3.05781,0,4.3244
-564.329,-564.329,0,-3.04695,-3.04695,0,4.30904
-564.359,-564.359,0,-3.03576,-3.03576,0,4.29322
-564.389,-564.389,0,-3.02426,-3.02426,0,4.27695
-564.42,-564.42,0,-3.01243,-3.01243,0,4.26021
-564.45,-564.45,0,-3.00027,-3.00027,0,4.24303
-564.48,-564.48,0,-2.9878,-2.9878,0,4.22538
-564.509,-564.509,0,-2.975,-2.975,0,4.20728
-564.539,-564.539,0,-2.96188,-2.96188,0,4.18873
-564.569,-564.569,0,-2.94843,-2.94843,0,4.16971
-564.598,-564.598,0,-2.93467,-2.93467,0,4.15024
-564.627,-564.627,0,-2.92058,-2.92058,0,4.13032
-564.657,-564.657,0,-2.90616,-2.90616,0,4.10994
-564.686,-564.686,0,-2.89143,-2.89143,0,4.0891
-564.714,-564.714,0,-2.87637,-2.87637,0,4.0678
-564.743,-564.743,0,-2.86099,-2.86099,0,4.04605
-564.772,-564.772,0,-2.84528,-2.84528,0,4.02384
-564.8,-564.8,0,-2.82926,-2.82926,0,4.00118
-564.828,-564.828,0,-2.81291,-2.81291,0,3.97805
-564.856,-564.856,0,-2.79624,-2.79624,0,3.95448
-564.884,-564.884,0,-2.77924,-2.77924,0,3.93044
-564.912,-564.912,0,-2.76192,-2.76192,0,3.90595
-564.939,-564.939,0,-2.74428,-2.74428,0,3.881
-564.967,-564.967,0,-2.72632,-2.72632,0,3.8556
-564.994,-564.994,0,-2.70803,-2.70803,0,3.82974
-565.021,-565.021,0,-2.68942,-2.68942,0,3.80342
-565.048,-565.048,0,-2.67049,-2.67049,0,3.77665
-565.074,-565.074,0,-2.65124,-2.65124,0,3.74942
-565.101,-565.101,0,-2.63166,-2.63166,0,3.72173
-565.127,-565.127,0,-2.61176,-2.61176,0,3.69359
-565.153,-565.153,0,-2.59154,-2.59154,0,3.66499
-565.179,-565.179,0,-2.57099,-2.57099,0,3.63593
-565.204,-565.204,0,-2.55012,-2.55012,0,3.60642
-565.23,-565.23,0,-2.52893,-2.52893,0,3.57645
-565.255,-565.255,0,-2.50742,-2.50742,0,3.54603
-565.28,-565.28,0,-2.48558,-2.48558,0,3.51514
-565.305,-565.305,0,-2.46342,-2.46342,0,3.48381
-565.329,-565.329,0,-2.44094,-2.44094,0,3.45201
-565.353,-565.353,0,-2.41814,-2.41814,0,3.41976
-565.378,-565.378,0,-2.39501,-2.39501,0,3.38705
-565.401,-565.401,0,-2.37156,-2.37156,0,3.35389
-565.425,-565.425,0,-2.34778,-2.34778,0,3.32027
-565.448,-565.448,0,-2.32369,-2.32369,0,3.28619
-565.471,-565.471,0,-2.29927,-2.29927,0,3.25166
-565.494,-565.494,0,-2.27453,-2.27453,0,3.21666
-565.517,-565.517,0,-2.24946,-2.24946,0,3.18122
-565.539,-565.539,0,-2.22407,-2.22407,0,3.14531
-565.561,-565.561,0,-2.19836,-2.19836,0,3.10895
-565.583,-565.583,0,-2.17233,-2.17233,0,3.07214
-565.605,-565.605,0,-2.14597,-2.14597,0,3.03487
-565.626,-565.626,0,-2.1193,-2.1193,0,2.99714
-565.647,-565.647,0,-2.09229,-2.09229,0,2.95895
-565.668,-565.668,0,-2.06497,-2.06497,0,2.92031
-565.689,-565.689,0,-2.03732,-2.03732,0,2.88121
-565.709,-565.709,0,-2.00935,-2.00935,0,2.84165
-565.729,-565.729,0,-1.98106,-1.98106,0,2.80164
-565.748,-565.748,0,-1.95245,-1.95245,0,2.76117
-565.768,-565.768,0,-1.92351,-1.92351,0,2.72025
-565.787,-565.787,0,-1.89425,-1.89425,0,2.67887
-565.806,-565.806,0,-1.86466,-1.86466,0,2.63703
-565.824,-565.824,0,-1.83476,-1.83476,0,2.59474
-565.842,-565.842,0,-1.80453,-1.80453,0,2.55199
-565.86,-565.86,0,-1.77397,-1.77397,0,2.50878
-565.878,-565.878,0,-1.7431,-1.7431,0,2.46511
-565.895,-565.895,0,-1.7119,-1.7119,0,2.42099
-565.912,-565.912,0,-1.68038,-1.68038,0,2.37642
-565.929,-565.929,0,-1.64854,-1.64854,0,2.33138
-565.945,-565.945,0,-1.61637,-1.61637,0,2.2859
-565.945,-565.945,0,-1.61637,-1.61637,0,2.2859
-565.961,-565.961,0,-1.58437,-1.58437,0,2.24063
-565.977,-565.977,0,-1.55301,-1.55301,0,2.19629
-565.992,-565.992,0,-1.5223,-1.5223,0,2.15285
-566.007,-566.007,0,-1.49223,-1.49223,0,2.11033
-566.022,-566.022,0,-1.46281,-1.46281,0,2.06873
-566.036,-566.036,0,-1.43404,-1.43404,0,2.02803
-566.051,-566.051,0,-1.40591,-1.40591,0,1.98825
-566.065,-566.065,0,-1.37842,-1.37842,0,1.94939
-566.078,-566.078,0,-1.35159,-1.35159,0,1.91143
-566.092,-566.092,0,-1.3254,-1.3254,0,1.87439
-566.105,-566.105,0,-1.29985,-1.29985,0,1.83827
-566.118,-566.118,0,-1.27495,-1.27495,0,1.80306
-566.13,-566.13,0,-1.2507,-1.2507,0,1.76876
-566.143,-566.143,0,-1.2271,-1.2271,0,1.73537
-566.155,-566.155,0,-1.20413,-1.20413,0,1.7029
-566.167,-566.167,0,-1.18182,-1.18182,0,1.67135
-566.178,-566.178,0,-1.16015,-1.16015,0,1.6407
-566.19,-566.19,0,-1.13913,-1.13913,0,1.61097
-566.201,-566.201,0,-1.11875,-1.11875,0,1.58215
-566.212,-566.212,0,-1.09902,-1.09902,0,1.55425
-566.223,-566.223,0,-1.07994,-1.07994,0,1.52726
-566.234,-566.234,0,-1.0615,-1.0615,0,1.50119
-566.244,-566.244,0,-1.04371,-1.04371,0,1.47602
-566.255,-566.255,0,-1.02656,-1.02656,0,1.45177
-566.265,-566.265,0,-1.01006,-1.01006,0,1.42844
-566.275,-566.275,0,-0.994204,-0.994204,0,1.40602
-566.285,-566.285,0,-0.978995,-0.978995,0,1.38451
-566.295,-566.295,0,-0.964433,-0.964433,0,1.36391
-566.304,-566.304,0,-0.950516,-0.950516,0,1.34423
-566.314,-566.314,0,-0.937245,-0.937245,0,1.32547
-566.323,-566.323,0,-0.924621,-0.924621,0,1.30761
-566.332,-566.332,0,-0.912642,-0.912642,0,1.29067
-566.341,-566.341,0,-0.901309,-0.901309,0,1.27464
-566.35,-566.35,0,-0.890623,-0.890623,0,1.25953
-566.359,-566.359,0,-0.880582,-0.880582,0,1.24533
-566.368,-566.368,0,-0.871187,-0.871187,0,1.23204
-566.376,-566.376,0,-0.862439,-0.862439,0,1.21967
-566.385,-566.385,0,-0.854336,-0.854336,0,1.20821
-566.393,-566.393,0,-0.846879,-0.846879,0,1.19767
-566.402,-566.402,0,-0.840068,-0.840068,0,1.18804
-566.41,-566.41,0,-0.833904,-0.833904,0,1.17932
-566.419,-566.419,0,-0.828385,-0.828385,0,1.17151
-566.427,-566.427,0,-0.823512,-0.823512,0,1.16462
-566.435,-566.435,0,-0.819285,-0.819285,0,1.15864
-566.443,-566.443,0,-0.815705,-0.815705,0,1.15358
-566.451,-566.451,0,-0.81277,-0.81277,0,1.14943
-566.459,-566.459,0,-0.810481,-0.810481,0,1.14619
-566.468,-566.468,0,-0.808838,-0.808838,0,1.14387
-566.476,-566.476,0,-0.807841,-0.807841,0,1.14246
-566.484,-566.484,0,-0.807491,-0.807491,0,1.14196
-566.492,-566.492,0,-0.807786,-0.807786,0,1.14238
-566.5,-566.5,0,-0.808727,-0.808727,0,1.14371
-566.508,-566.508,0,-0.810314,-0.810314,0,1.14596
-566.516,-566.516,0,-0.812547,-0.812547,0,1.14912
-566.524,-566.524,0,-0.815426,-0.815426,0,1.15319
-566.532,-566.532,0,-0.818951,-0.818951,0,1.15817
-566.541,-566.541,0,-0.823123,-0.823123,0,1.16407
-566.549,-566.549,0,-0.82794,-0.82794,0,1.17088
-566.557,-566.557,0,-0.833403,-0.833403,0,1.17861
-566.565,-566.565,0,-0.839512,-0.839512,0,1.18725
-566.574,-566.574,0,-0.846267,-0.846267,0,1.1968
-566.582,-566.582,0,-0.853668,-0.853668,0,1.20727
-566.591,-566.591,0,-0.861715,-0.861715,0,1.21865
-566.6,-566.6,0,-0.870408,-0.870408,0,1.23094
-566.608,-566.608,0,-0.879747,-0.879747,0,1.24415
-566.617,-566.617,0,-0.889732,-0.889732,0,1.25827
-566.626,-566.626,0,-0.900364,-0.900364,0,1.27331
-566.635,-566.635,0,-0.911641,-0.911641,0,1.28925
-566.644,-566.644,0,-0.923564,-0.923564,0,1.30612
-566.654,-566.654,0,-0.936133,-0.936133,0,1.32389
-566.663,-566.663,0,-0.949348,-0.949348,0,1.34258
-566.673,-566.673,0,-0.963209,-0.963209,0,1.36218
-566.682,-566.682,0,-0.977716,-0.977716,0,1.3827
-566.692,-566.692,0,-0.992869,-0.992869,0,1.40413
-566.702,-566.702,0,-1.00867,-1.00867,0,1.42647
-566.712,-566.712,0,-1.02511,-1.02511,0,1.44973
-566.723,-566.723,0,-1.0422,-1.0422,0,1.4739
-566.733,-566.733,0,-1.05994,-1.05994,0,1.49898
-566.744,-566.744,0,-1.07832,-1.07832,0,1.52498
-566.755,-566.755,0,-1.09735,-1.09735,0,1.55189
-566.766,-566.766,0,-1.11703,-1.11703,0,1.57972
-566.777,-566.777,0,-1.13735,-1.13735,0,1.60845
-566.789,-566.789,0,-1.15832,-1.15832,0,1.63811
-566.8,-566.8,0,-1.17993,-1.17993,0,1.66867
-566.812,-566.812,0,-1.20219,-1.20219,0,1.70015
-566.824,-566.824,0,-1.22509,-1.22509,0,1.73254
-566.837,-566.837,0,-1.24864,-1.24864,0,1.76585
-566.849,-566.849,0,-1.27284,-1.27284,0,1.80007
-566.862,-566.862,0,-1.29768,-1.29768,0,1.8352
-566.875,-566.875,0,-1.32317,-1.32317,0,1.87125
-566.889,-566.889,0,-1.34931,-1.34931,0,1.90821
-566.902,-566.902,0,-1.37609,-1.37609,0,1.94608
-566.916,-566.916,0,-1.40351,-1.40351,0,1.98487
-566.93,-566.93,0,-1.43159,-1.43159,0,2.02457
-566.945,-566.945,0,-1.46031,-1.46031,0,2.06518
-566.96,-566.96,0,-1.48967,-1.48967,0,2.10671
-566.975,-566.975,0,-1.51968,-1.51968,0,2.14915
-566.99,-566.99,0,-1.55034,-1.55034,0,2.19251
-567.006,-567.006,0,-1.58164,-1.58164,0,2.23678
-567.022,-567.022,0,-1.61359,-1.61359,0,2.28196
-567.022,-567.022,0,-1.61359,-1.61359,0,2.28196
-567.038,-567.038,0,-1.6457,-1.6457,0,2.32737
-567.055,-567.055,0,-1.67749,-1.67749,0,2.37232
-567.072,-567.072,0,-1.70895,-1.70895,0,2.41682
-567.089,-567.089,0,-1.74009,-1.74009,0,2.46086
-567.106,-567.106,0,-1.77091,-1.77091,0,2.50444
-567.124,-567.124,0,-1.8014,-1.8014,0,2.54757
-567.142,-567.142,0,-1.83157,-1.83157,0,2.59023
-567.161,-567.161,0,-1.86142,-1.86142,0,2.63244
-567.18,-567.18,0,-1.89094,-1.89094,0,2.67419
-567.199,-567.199,0,-1.92014,-1.92014,0,2.71549
-567.218,-567.218,0,-1.94902,-1.94902,0,2.75633
-567.238,-567.238,0,-1.97757,-1.97757,0,2.79671
-567.258,-567.258,0,-2.0058,-2.0058,0,2.83663
-567.278,-567.278,0,-2.03371,-2.03371,0,2.8761
-567.298,-567.298,0,-2.06129,-2.06129,0,2.9151
-567.319,-567.319,0,-2.08855,-2.08855,0,2.95366
-567.34,-567.34,0,-2.11549,-2.11549,0,2.99175
-567.361,-567.361,0,-2.1421,-2.1421,0,3.02939
-567.383,-567.383,0,-2.16839,-2.16839,0,3.06657
-567.405,-567.405,0,-2.19436,-2.19436,0,3.10329
-567.427,-567.427,0,-2.22,-2.22,0,3.13955
-567.449,-567.449,0,-2.24532,-2.24532,0,3.17536
-567.472,-567.472,0,-2.27031,-2.27031,0,3.21071
-567.494,-567.494,0,-2.29499,-2.29499,0,3.2456
-567.517,-567.517,0,-2.31934,-2.31934,0,3.28004
-567.541,-567.541,0,-2.34336,-2.34336,0,3.31402
-567.564,-567.564,0,-2.36707,-2.36707,0,3.34754
-567.588,-567.588,0,-2.39045,-2.39045,0,3.3806
-567.612,-567.612,0,-2.4135,-2.4135,0,3.41321
-567.636,-567.636,0,-2.43623,-2.43623,0,3.44536
-567.661,-567.661,0,-2.45864,-2.45864,0,3.47705
-567.686,-567.686,0,-2.48073,-2.48073,0,3.50828
-567.71,-567.71,0,-2.50249,-2.50249,0,3.53906
-567.736,-567.736,0,-2.52393,-2.52393,0,3.56938
-567.761,-567.761,0,-2.54505,-2.54505,0,3.59924
-567.787,-567.787,0,-2.56584,-2.56584,0,3.62865
-567.812,-567.812,0,-2.58631,-2.58631,0,3.6576
-567.838,-567.838,0,-2.60646,-2.60646,0,3.68609
-567.864,-567.864,0,-2.62628,-2.62628,0,3.71412
-567.891,-567.891,0,-2.64578,-2.64578,0,3.7417
-567.917,-567.917,0,-2.66495,-2.66495,0,3.76882
-567.944,-567.944,0,-2.68381,-2.68381,0,3.79548
-567.971,-567.971,0,-2.70234,-2.70234,0,3.82168
-567.998,-567.998,0,-2.72054,-2.72054,0,3.84743
-568.025,-568.025,0,-2.73843,-2.73843,0,3.87272
-568.053,-568.053,0,-2.75598,-2.75598,0,3.89755
-568.081,-568.081,0,-2.77322,-2.77322,0,3.92193
-568.108,-568.108,0,-2.79013,-2.79013,0,3.94584
-568.136,-568.136,0,-2.80672,-2.80672,0,3.9693
-568.164,-568.164,0,-2.82299,-2.82299,0,3.99231
-568.193,-568.193,0,-2.83893,-2.83893,0,4.01485
-568.221,-568.221,0,-2.85455,-2.85455,0,4.03694
-568.25,-568.25,0,-2.86984,-2.86984,0,4.05857
-568.279,-568.279,0,-2.88482,-2.88482,0,4.07975
-568.308,-568.308,0,-2.89947,-2.89947,0,4.10046
-568.337,-568.337,0,-2.91379,-2.91379,0,4.12072
-568.366,-568.366,0,-2.92779,-2.92779,0,4.14053
-568.395,-568.395,0,-2.94147,-2.94147,0,4.15987
-568.425,-568.425,0,-2.95483,-2.95483,0,4.17876
-568.454,-568.454,0,-2.96786,-2.96786,0,4.19719
-568.484,-568.484,0,-2.98057,-2.98057,0,4.21516
-568.514,-568.514,0,-2.99296,-2.99296,0,4.23268
-568.544,-568.544,0,-3.00502,-3.00502,0,4.24974
-568.574,-568.574,0,-3.01676,-3.01676,0,4.26634
-568.604,-568.604,0,-3.02817,-3.02817,0,4.28248
-568.635,-568.635,0,-3.03926,-3.03926,0,4.29817
-568.665,-568.665,0,-3.05003,-3.05003,0,4.3134
-568.696,-568.696,0,-3.06048,-3.06048,0,4.32817
-568.726,-568.726,0,-3.0706,-3.0706,0,4.34248
-568.757,-568.757,0,-3.0804,-3.0804,0,4.35634
-568.788,-568.788,0,-3.08987,-3.08987,0,4.36974
-568.819,-568.819,0,-3.09903,-3.09903,0,4.38268
-568.85,-568.85,0,-3.10785,-3.10785,0,4.39517
-568.881,-568.881,0,-3.11636,-3.11636,0,4.4072
-568.912,-568.912,0,-3.12454,-3.12454,0,4.41877
-568.943,-568.943,0,-3.1324,-3.1324,0,4.42988
-568.975,-568.975,0,-3.13994,-3.13994,0,4.44054
-569.006,-569.006,0,-3.14715,-3.14715,0,4.45074
-569.038,-569.038,0,-3.15404,-3.15404,0,4.46048
-569.069,-569.069,0,-3.1606,-3.1606,0,4.46976
-569.101,-569.101,0,-3.16684,-3.16684,0,4.47859
-569.133,-569.133,0,-3.17276,-3.17276,0,4.48696
-569.164,-569.164,0,-3.17836,-3.17836,0,4.49487
-569.196,-569.196,0,-3.18363,-3.18363,0,4.50233
-569.228,-569.228,0,-3.18858,-3.18858,0,4.50933
-569.26,-569.26,0,-3.1932,-3.1932,0,4.51587
-569.292,-569.292,0,-3.1975,-3.1975,0,4.52195
-569.324,-569.324,0,-3.20148,-3.20148,0,4.52758
-569.356,-569.356,0,-3.20514,-3.20514,0,4.53275
-569.388,-569.388,0,-3.20847,-3.20847,0,4.53746
-569.42,-569.42,0,-3.21148,-3.21148,0,4.54171
-569.452,-569.452,0,-3.21416,-3.21416,0,4.54551
-569.484,-569.484,0,-3.21652,-3.21652,0,4.54885
-569.517,-569.517,0,-3.21856,-3.21856,0,4.55173
-569.549,-569.549,0,-3.22028,-3.22028,0,4.55416
-569.581,-569.581,0,-3.22167,-3.22167,0,4.55613
-569.613,-569.613,0,-3.22274,-3.22274,0,4.55764
-569.645,-569.645,0,-3.22348,-3.22348,0,4.55869
-569.678,-569.678,0,-3.2239,-3.2239,0,4.55928
-569.71,-569.71,0,-3.224,-3.224,0,4.55942
-569.71,-569.71,0,-3.224,-3.224,0,4.55942
-569.742,-569.742,0,-3.22378,-3.22378,0,4.55911
-569.774,-569.774,0,-3.22323,-3.22323,0,4.55833
-569.807,-569.807,0,-3.22236,-3.22236,0,4.55711
-569.839,-569.839,0,-3.22117,-3.22117,0,4.55543
-569.871,-569.871,0,-3.21966,-3.21966,0,4.55329
-569.903,-569.903,0,-3.21783,-3.21783,0,4.5507
-569.935,-569.935,0,-3.21568,-3.21568,0,4.54766
-569.968,-569.968,0,-3.2132,-3.2132,0,4.54416
-570,-570,0,-3.21041,-3.21041,0,4.5402
-570.032,-570.032,0,-3.20729,-3.20729,0,4.53579
-570.064,-570.064,0,-3.20385,-3.20385,0,4.53093
-570.096,-570.096,0,-3.20009,-3.20009,0,4.52561
-570.128,-570.128,0,-3.19601,-3.19601,0,4.51984
-570.16,-570.16,0,-3.19161,-3.19161,0,4.51361
-570.192,-570.192,0,-3.18688,-3.18688,0,4.50693
-570.223,-570.223,0,-3.18184,-3.18184,0,4.4998
-570.255,-570.255,0,-3.17647,-3.17647,0,4.49221
-570.287,-570.287,0,-3.17078,-3.17078,0,4.48416
-570.319,-570.319,0,-3.16477,-3.16477,0,4.47566
-570.35,-570.35,0,-3.15844,-3.15844,0,4.46671
-570.382,-570.382,0,-3.15178,-3.15178,0,4.4573
-570.413,-570.413,0,-3.14481,-3.14481,0,4.44743
-570.445,-570.445,0,-3.13751,-3.13751,0,4.43711
-570.476,-570.476,0,-3.1299,-3.1299,0,4.42634
-570.507,-570.507,0,-3.12196,-3.12196,0,4.41511
-570.539,-570.539,0,-3.1137,-3.1137,0,4.40343
-570.57,-570.57,0,-3.10511,-3.10511,0,4.3913
-570.601,-570.601,0,-3.09621,-3.09621,0,4.3787
-570.632,-570.632,0,-3.08699,-3.08699,0,4.36566
-570.662,-570.662,0,-3.07744,-3.07744,0,4.35216
-570.693,-570.693,0,-3.06757,-3.06757,0,4.3382
-570.724,-570.724,0,-3.05738,-3.05738,0,4.32379
-570.754,-570.754,0,-3.04687,-3.04687,0,4.30893
-570.785,-570.785,0,-3.03604,-3.03604,0,4.29361
-570.815,-570.815,0,-3.02489,-3.02489,0,4.27784
-570.845,-570.845,0,-3.01341,-3.01341,0,4.26161
-570.875,-570.875,0,-3.00162,-3.00162,0,4.24493
-570.905,-570.905,0,-2.9895,-2.9895,0,4.22779
-570.935,-570.935,0,-2.97706,-2.97706,0,4.2102
-570.965,-570.965,0,-2.9643,-2.9643,0,4.19215
-570.994,-570.994,0,-2.95122,-2.95122,0,4.17365
-571.024,-571.024,0,-2.93781,-2.93781,0,4.15469
-571.053,-571.053,0,-2.92409,-2.92409,0,4.13528
-571.082,-571.082,0,-2.91004,-2.91004,0,4.11542
-571.111,-571.111,0,-2.89567,-2.89567,0,4.0951
-571.14,-571.14,0,-2.88098,-2.88098,0,4.07433
-571.169,-571.169,0,-2.86597,-2.86597,0,4.0531
-571.197,-571.197,0,-2.85064,-2.85064,0,4.03141
-571.226,-571.226,0,-2.83499,-2.83499,0,4.00928
-571.254,-571.254,0,-2.81901,-2.81901,0,3.98668
-571.282,-571.282,0,-2.80271,-2.80271,0,3.96364
-571.31,-571.31,0,-2.7861,-2.7861,0,3.94014
-571.338,-571.338,0,-2.76916,-2.76916,0,3.91618
-571.366,-571.366,0,-2.7519,-2.7519,0,3.89177
-571.393,-571.393,0,-2.73431,-2.73431,0,3.8669
-571.42,-571.42,0,-2.71641,-2.71641,0,3.84158
-571.447,-571.447,0,-2.69818,-2.69818,0,3.81581
-571.474,-571.474,0,-2.67964,-2.67964,0,3.78958
-571.501,-571.501,0,-2.66077,-2.66077,0,3.7629
-571.527,-571.527,0,-2.64158,-2.64158,0,3.73576
-571.554,-571.554,0,-2.62207,-2.62207,0,3.70817
-571.58,-571.58,0,-2.60224,-2.60224,0,3.68012
-571.606,-571.606,0,-2.58208,-2.58208,0,3.65162
-571.632,-571.632,0,-2.56161,-2.56161,0,3.62266
-571.657,-571.657,0,-2.54081,-2.54081,0,3.59325
-571.682,-571.682,0,-2.51969,-2.51969,0,3.56338
-571.707,-571.707,0,-2.49825,-2.49825,0,3.53306
-571.732,-571.732,0,-2.47649,-2.47649,0,3.50229
-571.757,-571.757,0,-2.45441,-2.45441,0,3.47106
-571.781,-571.781,0,-2.432,-2.432,0,3.43937
-571.806,-571.806,0,-2.40928,-2.40928,0,3.40723
-571.83,-571.83,0,-2.38623,-2.38623,0,3.37464
-571.853,-571.853,0,-2.36286,-2.36286,0,3.34159
-571.877,-571.877,0,-2.33917,-2.33917,0,3.30809
-571.9,-571.9,0,-2.31516,-2.31516,0,3.27413
-571.923,-571.923,0,-2.29083,-2.29083,0,3.23972
-571.946,-571.946,0,-2.26618,-2.26618,0,3.20486
-571.968,-571.968,0,-2.2412,-2.2412,0,3.16953
-571.991,-571.991,0,-2.2159,-2.2159,0,3.13376
-572.013,-572.013,0,-2.19028,-2.19028,0,3.09753
-572.035,-572.035,0,-2.16434,-2.16434,0,3.06084
-572.056,-572.056,0,-2.13808,-2.13808,0,3.02371
-572.077,-572.077,0,-2.1115,-2.1115,0,2.98611
-572.098,-572.098,0,-2.0846,-2.0846,0,2.94806
-572.119,-572.119,0,-2.05737,-2.05737,0,2.90956
-572.139,-572.139,0,-2.02982,-2.02982,0,2.8706
-572.16,-572.16,0,-2.00195,-2.00195,0,2.83119
-572.179,-572.179,0,-1.97376,-1.97376,0,2.79132
-572.199,-572.199,0,-1.94525,-1.94525,0,2.751
-572.218,-572.218,0,-1.91642,-1.91642,0,2.71023
-572.237,-572.237,0,-1.88726,-1.88726,0,2.66899
-572.256,-572.256,0,-1.85779,-1.85779,0,2.62731
-572.275,-572.275,0,-1.82799,-1.82799,0,2.58517
-572.293,-572.293,0,-1.79787,-1.79787,0,2.54258
-572.311,-572.311,0,-1.76743,-1.76743,0,2.49953
-572.328,-572.328,0,-1.73667,-1.73667,0,2.45602
-572.345,-572.345,0,-1.70559,-1.70559,0,2.41206
-572.362,-572.362,0,-1.67418,-1.67418,0,2.36765
-572.379,-572.379,0,-1.64246,-1.64246,0,2.32278
-572.395,-572.395,0,-1.61041,-1.61041,0,2.27746
-572.395,-572.395,0,-1.61041,-1.61041,0,2.27746
-572.411,-572.411,0,-1.57852,-1.57852,0,2.23237
-572.427,-572.427,0,-1.54728,-1.54728,0,2.18818
-572.442,-572.442,0,-1.51668,-1.51668,0,2.14491
-572.457,-572.457,0,-1.48672,-1.48672,0,2.10255
-572.472,-572.472,0,-1.45741,-1.45741,0,2.06109
-572.486,-572.486,0,-1.42874,-1.42874,0,2.02055
-572.5,-572.5,0,-1.40072,-1.40072,0,1.98091
-572.514,-572.514,0,-1.37333,-1.37333,0,1.94219
-572.528,-572.528,0,-1.34659,-1.34659,0,1.90437
-572.541,-572.541,0,-1.3205,-1.3205,0,1.86747
-572.554,-572.554,0,-1.29505,-1.29505,0,1.83147
-572.567,-572.567,0,-1.27024,-1.27024,0,1.79639
-572.579,-572.579,0,-1.24607,-1.24607,0,1.76221
-572.592,-572.592,0,-1.22255,-1.22255,0,1.72895
-572.604,-572.604,0,-1.19967,-1.19967,0,1.69659
-572.616,-572.616,0,-1.17744,-1.17744,0,1.66515
-572.627,-572.627,0,-1.15585,-1.15585,0,1.63461
-572.639,-572.639,0,-1.1349,-1.1349,0,1.60499
-572.65,-572.65,0,-1.11459,-1.11459,0,1.57627
-572.661,-572.661,0,-1.09493,-1.09493,0,1.54847
-572.672,-572.672,0,-1.07592,-1.07592,0,1.52157
-572.683,-572.683,0,-1.05754,-1.05754,0,1.49559
-572.693,-572.693,0,-1.03981,-1.03981,0,1.47051
-572.704,-572.704,0,-1.02272,-1.02272,0,1.44635
-572.714,-572.714,0,-1.00628,-1.00628,0,1.42309
-572.724,-572.724,0,-0.990479,-0.990479,0,1.40075
-572.734,-572.734,0,-0.975322,-0.975322,0,1.37931
-572.743,-572.743,0,-0.960808,-0.960808,0,1.35879
-572.753,-572.753,0,-0.946938,-0.946938,0,1.33917
-572.762,-572.762,0,-0.933712,-0.933712,0,1.32047
-572.771,-572.771,0,-0.921128,-0.921128,0,1.30267
-572.781,-572.781,0,-0.909188,-0.909188,0,1.28579
-572.79,-572.79,0,-0.897892,-0.897892,0,1.26981
-572.799,-572.799,0,-0.887239,-0.887239,0,1.25475
-572.807,-572.807,0,-0.87723,-0.87723,0,1.24059
-572.816,-572.816,0,-0.867863,-0.867863,0,1.22734
-572.825,-572.825,0,-0.859141,-0.859141,0,1.21501
-572.833,-572.833,0,-0.851062,-0.851062,0,1.20358
-572.842,-572.842,0,-0.843626,-0.843626,0,1.19307
-572.85,-572.85,0,-0.836834,-0.836834,0,1.18346
-572.858,-572.858,0,-0.830685,-0.830685,0,1.17477
-572.867,-572.867,0,-0.825179,-0.825179,0,1.16698
-572.875,-572.875,0,-0.820317,-0.820317,0,1.1601
-572.883,-572.883,0,-0.816099,-0.816099,0,1.15414
-572.891,-572.891,0,-0.812524,-0.812524,0,1.14908
-572.899,-572.899,0,-0.809592,-0.809592,0,1.14494
