X,Y,Z,dX,dY,dZ,Tangent
374.56,374.56,0,-4.72977,-4.72977,0,6.6889
374.513,374.513,0,-4.70894,-4.70894,0,6.65945
374.466,374.466,0,-4.68761,-4.68761,0,6.62928
374.419,374.419,0,-4.66575,-4.66575,0,6.59837
374.372,374.372,0,-4.64339,-4.64339,0,6.56674
374.326,374.326,0,-4.62051,-4.62051,0,6.53439
374.28,374.28,0,-4.59712,-4.59712,0,6.5013
374.234,374.234,0,-4.57321,-4.57321,0,6.46749
374.188,374.188,0,-4.54879,-4.54879,0,6.43295
374.143,374.143,0,-4.52385,-4.52385,0,6.39769
374.098,374.098,0,-4.4984,-4.4984,0,6.3617
374.053,374.053,0,-4.47244,-4.47244,0,6.32498
374.009,374.009,0,-4.44596,-4.44596,0,6.28753
373.964,373.964,0,-4.41897,-4.41897,0,6.24936
373.92,373.92,0,-4.39146,-4.39146,0,6.21046
373.876,373.876,0,-4.36344,-4.36344,0,6.17083
373.833,373.833,0,-4.3349,-4.3349,0,6.13048
373.79,373.79,0,-4.30586,-4.30586,0,6.0894
373.747,373.747,0,-4.27629,-4.27629,0,6.04759
373.704,373.704,0,-4.24622,-4.24622,0,6.00506
373.662,373.662,0,-4.21563,-4.21563,0,5.9618
373.62,373.62,0,-4.18452,-4.18452,0,5.91781
373.578,373.578,0,-4.1529,-4.1529,0,5.87309
373.537,373.537,0,-4.12077,-4.12077,0,5.82765
373.496,373.496,0,-4.08812,-4.08812,0,5.78148
373.455,373.455,0,-4.05496,-4.05496,0,5.73458
373.415,373.415,0,-4.02129,-4.02129,0,5.68696
373.375,373.375,0,-3.9871,-3.9871,0,5.63861
373.335,373.335,0,-3.9524,-3.9524,0,5.58953
373.296,373.296,0,-3.91718,-3.91718,0,5.53973
373.257,373.257,0,-3.88145,-3.88145,0,5.4892
373.218,373.218,0,-3.8452,-3.8452,0,5.43794
373.18,373.18,0,-3.80844,-3.80844,0,5.38595
373.142,373.142,0,-3.77117,-3.77117,0,5.33324
373.104,373.104,0,-3.73338,-3.73338,0,5.2798
373.067,373.067,0,-3.69508,-3.69508,0,5.22564
373.03,373.03,0,-3.65627,-3.65627,0,5.17074
372.994,372.994,0,-3.61694,-3.61694,0,5.11512
372.958,372.958,0,-3.57709,-3.57709,0,5.05877
372.922,372.922,0,-3.53674,-3.53674,0,5.0017
372.887,372.887,0,-3.49586,-3.49586,0,4.9439
372.853,372.853,0,-3.45448,-3.45448,0,4.88537
372.818,372.818,0,-3.41258,-3.41258,0,4.82612
372.784,372.784,0,-3.37017,-3.37017,0,4.76613
372.751,372.751,0,-3.32724,-3.32724,0,4.70542
372.718,372.718,0,-3.2838,-3.2838,0,4.64399
372.685,372.685,0,-3.23984,-3.23984,0,4.58183
372.653,372.653,0,-3.19537,-3.19537,0,4.51894
372.621,372.621,0,-3.15039,-3.15039,0,4.45532
372.59,372.59,0,-3.10489,-3.10489,0,4.39097
372.559,372.559,0,-3.05888,-3.05888,0,4.3259
372.529,372.529,0,-3.01235,-3.01235,0,4.26011
372.499,372.499,0,-2.96531,-2.96531,0,4.19358
372.469,372.469,0,-2.91776,-2.91776,0,4.12633
372.44,372.44,0,-2.86969,-2.86969,0,4.05835
372.412,372.412,0,-2.8211,-2.8211,0,3.98964
372.384,372.384,0,-2.77201,-2.77201,0,3.92021
372.357,372.357,0,-2.7224,-2.7224,0,3.85005
372.33,372.33,0,-2.67227,-2.67227,0,3.77917
372.303,372.303,0,-2.62163,-2.62163,0,3.70755
372.277,372.277,0,-2.57048,-2.57048,0,3.63521
372.277,372.277,0,-2.57048,-2.57048,0,3.63521
372.252,372.252,0,-2.51959,-2.51959,0,3.56323
372.227,372.227,0,-2.46972,-2.46972,0,3.49271
372.202,372.202,0,-2.42088,-2.42088,0,3.42364
372.178,372.178,0,-2.37307,-2.37307,0,3.35603
372.155,372.155,0,-2.32629,-2.32629,0,3.28986
372.132,372.132,0,-2.28053,-2.28053,0,3.22516
372.109,372.109,0,-2.2358,-2.2358,0,3.1619
372.087,372.087,0,-2.19211,-2.19211,0,3.10011
372.065,372.065,0,-2.14944,-2.14944,0,3.03976
372.044,372.044,0,-2.10779,-2.10779,0,2.98087
372.023,372.023,0,-2.06718,-2.06718,0,2.92343
372.003,372.003,0,-2.02759,-2.02759,0,2.86745
371.983,371.983,0,-1.98904,-1.98904,0,2.81292
371.963,371.963,0,-1.95151,-1.95151,0,2.75985
371.944,371.944,0,-1.915,-1.915,0,2.70822
371.925,371.925,0,-1.87953,-1.87953,0,2.65806
371.906,371.906,0,-1.84509,-1.84509,0,2.60934
371.888,371.888,0,-1.81167,-1.81167,0,2.56209
371.87,371.87,0,-1.77928,-1.77928,0,2.51628
371.852,371.852,0,-1.74792,-1.74792,0,2.47193
371.835,371.835,0,-1.71759,-1.71759,0,2.42903
371.818,371.818,0,-1.68828,-1.68828,0,2.38759
371.801,371.801,0,-1.66001,-1.66001,0,2.3476
371.785,371.785,0,-1.63276,-1.63276,0,2.30907
371.768,371.768,0,-1.60654,-1.60654,0,2.27199
371.753,371.753,0,-1.58134,-1.58134,0,2.23636
371.737,371.737,0,-1.55718,-1.55718,0,2.20219
371.721,371.721,0,-1.53405,-1.53405,0,2.16947
371.706,371.706,0,-1.51194,-1.51194,0,2.1382
371.691,371.691,0,-1.49086,-1.49086,0,2.10839
371.676,371.676,0,-1.47081,-1.47081,0,2.08004
371.662,371.662,0,-1.45178,-1.45178,0,2.05313
371.647,371.647,0,-1.43379,-1.43379,0,2.02768
371.633,371.633,0,-1.41682,-1.41682,0,2.00369
371.619,371.619,0,-1.40088,-1.40088,0,1.98115
371.605,371.605,0,-1.38597,-1.38597,0,1.96006
371.591,371.591,0,-1.37209,-1.37209,0,1.94043
371.578,371.578,0,-1.35924,-1.35924,0,1.92225
371.564,371.564,0,-1.34741,-1.34741,0,1.90553
371.551,371.551,0,-1.33661,-1.33661,0,1.89026
371.537,371.537,0,-1.32684,-1.32684,0,1.87644
371.524,371.524,0,-1.3181,-1.3181,0,1.86408
371.511,371.511,0,-1.31039,-1.31039,0,1.85317
371.498,371.498,0,-1.3037,-1.3037,0,1.84372
371.485,371.485,0,-1.29805,-1.29805,0,1.83572
371.472,371.472,0,-1.29342,-1.29342,0,1.82917
371.459,371.459,0,-1.28982,-1.28982,0,1.82408
371.446,371.446,0,-1.28724,-1.28724,0,1.82044
371.433,371.433,0,-1.2857,-1.2857,0,1.81825
371.42,371.42,0,-1.28518,-1.28518,0,1.81752
371.408,371.408,0,-1.2857,-1.2857,0,1.81825
371.395,371.395,0,-1.28723,-1.28723,0,1.82043
371.382,371.382,0,-1.2898,-1.2898,0,1.82406
371.369,371.369,0,-1.2934,-1.2934,0,1.82914
371.356,371.356,0,-1.29802,-1.29802,0,1.83568
371.343,371.343,0,-1.30368,-1.30368,0,1.84368
371.33,371.33,0,-1.31036,-1.31036,0,1.85312
371.317,371.317,0,-1.31807,-1.31807,0,1.86403
371.303,371.303,0,-1.3268,-1.3268,0,1.87638
371.29,371.29,0,-1.33657,-1.33657,0,1.89019
371.277,371.277,0,-1.34736,-1.34736,0,1.90546
371.263,371.263,0,-1.35918,-1.35918,0,1.92217
371.25,371.25,0,-1.37203,-1.37203,0,1.94035
371.236,371.236,0,-1.38591,-1.38591,0,1.95997
371.222,371.222,0,-1.40082,-1.40082,0,1.98105
371.208,371.208,0,-1.41675,-1.41675,0,2.00359
371.193,371.193,0,-1.43371,-1.43371,0,2.02757
371.179,371.179,0,-1.4517,-1.4517,0,2.05302
371.164,371.164,0,-1.47072,-1.47072,0,2.07991
371.15,371.15,0,-1.49077,-1.49077,0,2.10826
371.135,371.135,0,-1.51184,-1.51184,0,2.13807
371.119,371.119,0,-1.53394,-1.53394,0,2.16932
371.104,371.104,0,-1.55707,-1.55707,0,2.20204
371.088,371.088,0,-1.58123,-1.58123,0,2.2362
371.072,371.072,0,-1.60642,-1.60642,0,2.27182
371.056,371.056,0,-1.63264,-1.63264,0,2.3089
371.04,371.04,0,-1.65988,-1.65988,0,2.34743
371.023,371.023,0,-1.68815,-1.68815,0,2.38741
371.006,371.006,0,-1.71745,-1.71745,0,2.42884
370.989,370.989,0,-1.74778,-1.74778,0,2.47173
370.971,370.971,0,-1.77914,-1.77914,0,2.51608
370.953,370.953,0,-1.81152,-1.81152,0,2.56188
370.935,370.935,0,-1.84493,-1.84493,0,2.60913
370.916,370.916,0,-1.87937,-1.87937,0,2.65784
370.897,370.897,0,-1.91484,-1.91484,0,2.708
370.878,370.878,0,-1.95134,-1.95134,0,2.75961
370.858,370.858,0,-1.98886,-1.98886,0,2.81268
370.838,370.838,0,-2.02742,-2.02742,0,2.8672
370.818,370.818,0,-2.067,-2.067,0,2.92318
370.797,370.797,0,-2.10761,-2.10761,0,2.98061
370.775,370.775,0,-2.14925,-2.14925,0,3.03949
370.754,370.754,0,-2.19191,-2.19191,0,3.09983
370.732,370.732,0,-2.23561,-2.23561,0,3.16162
370.709,370.709,0,-2.28033,-2.28033,0,3.22487
370.686,370.686,0,-2.32608,-2.32608,0,3.28957
370.662,370.662,0,-2.37286,-2.37286,0,3.35573
370.638,370.638,0,-2.42066,-2.42066,0,3.42333
370.614,370.614,0,-2.4695,-2.4695,0,3.4924
370.589,370.589,0,-2.51936,-2.51936,0,3.56291
370.564,370.564,0,-2.57025,-2.57025,0,3.63488
370.564,370.564,0,-2.57025,-2.57025,0,3.63488
370.538,370.538,0,-2.6214,-2.6214,0,3.70722
370.511,370.511,0,-2.67203,-2.67203,0,3.77882
370.484,370.484,0,-2.72215,-2.72215,0,3.8497
370.457,370.457,0,-2.77176,-2.77176,0,3.91986
370.429,370.429,0,-2.82085,-2.82085,0,3.98928
370.4,370.4,0,-2.86943,-2.86943,0,4.05798
370.371,370.371,0,-2.91749,-2.91749,0,4.12595
370.342,370.342,0,-2.96504,-2.96504,0,4.1932
370.312,370.312,0,-3.01208,-3.01208,0,4.25972
370.282,370.282,0,-3.0586,-3.0586,0,4.32551
370.251,370.251,0,-3.1046,-3.1046,0,4.39057
370.22,370.22,0,-3.1501,-3.1501,0,4.45491
370.188,370.188,0,-3.19507,-3.19507,0,4.51852
370.156,370.156,0,-3.23954,-3.23954,0,4.5814
370.123,370.123,0,-3.28349,-3.28349,0,4.64356
370.09,370.09,0,-3.32693,-3.32693,0,4.70498
370.057,370.057,0,-3.36985,-3.36985,0,4.76569
370.023,370.023,0,-3.41226,-3.41226,0,4.82566
369.988,369.988,0,-3.45415,-3.45415,0,4.88491
369.954,369.954,0,-3.49553,-3.49553,0,4.94343
369.918,369.918,0,-3.5364,-3.5364,0,5.00122
369.883,369.883,0,-3.57675,-3.57675,0,5.05829
369.847,369.847,0,-3.61659,-3.61659,0,5.11463
369.811,369.811,0,-3.65591,-3.65591,0,5.17024
369.774,369.774,0,-3.69472,-3.69472,0,5.22512
369.737,369.737,0,-3.73302,-3.73302,0,5.27928
369.699,369.699,0,-3.7708,-3.7708,0,5.33271
369.661,369.661,0,-3.80806,-3.80806,0,5.38542
369.623,369.623,0,-3.84482,-3.84482,0,5.43739
369.584,369.584,0,-3.88106,-3.88106,0,5.48864
369.545,369.545,0,-3.91678,-3.91678,0,5.53917
369.506,369.506,0,-3.95199,-3.95199,0,5.58896
369.466,369.466,0,-3.98669,-3.98669,0,5.63803
369.426,369.426,0,-4.02087,-4.02087,0,5.68637
369.386,369.386,0,-4.05454,-4.05454,0,5.73399
369.345,369.345,0,-4.0877,-4.0877,0,5.78087
369.304,369.304,0,-4.12034,-4.12034,0,5.82704
369.263,369.263,0,-4.15246,-4.15246,0,5.87247
369.221,369.221,0,-4.18407,-4.18407,0,5.91718
369.179,369.179,0,-4.21517,-4.21517,0,5.96115
369.137,369.137,0,-4.24576,-4.24576,0,6.00441
369.094,369.094,0,-4.27583,-4.27583,0,6.04693
369.051,369.051,0,-4.30538,-4.30538,0,6.08873
369.008,369.008,0,-4.33442,-4.33442,0,6.1298
368.965,368.965,0,-4.36295,-4.36295,0,6.17015
368.921,368.921,0,-4.39097,-4.39097,0,6.20976
368.877,368.877,0,-4.41847,-4.41847,0,6.24865
368.832,368.832,0,-4.44545,-4.44545,0,6.28682
368.788,368.788,0,-4.47192,-4.47192,0,6.32425
368.743,368.743,0,-4.49788,-4.49788,0,6.36096
368.698,368.698,0,-4.52332,-4.52332,0,6.39694
368.653,368.653,0,-4.54825,-4.54825,0,6.4322
368.607,368.607,0,-4.57267,-4.57267,0,6.46673
368.561,368.561,0,-4.59657,-4.59657,0,6.50053
368.515,368.515,0,-4.61995,-4.61995,0,6.5336
368.469,368.469,0,-4.64283,-4.64283,0,6.56595
368.422,368.422,0,-4.66518,-4.66518,0,6.59757
368.375,368.375,0,-4.68703,-4.68703,0,6.62846
368.328,368.328,0,-4.70836,-4.70836,0,6.65863
368.281,368.281,0,-4.72918,-4.72918,0,6.68806
368.234,368.234,0,-4.74948,-4.74948,0,6.71678
368.186,368.186,0,-4.76927,-4.76927,0,6.74476
368.138,368.138,0,-4.78854,-4.78854,0,6.77202
368.09,368.09,0,-4.8073,-4.8073,0,6.79855
368.042,368.042,0,-4.82554,-4.82554,0,6.82435
367.994,367.994,0,-4.84328,-4.84328,0,6.84943
367.945,367.945,0,-4.86049,-4.86049,0,6.87378
367.897,367.897,0,-4.8772,-4.8772,0,6.8974
367.848,367.848,0,-4.89339,-4.89339,0,6.92029
367.799,367.799,0,-4.90906,-4.90906,0,6.94246
367.75,367.75,0,-4.92422,-4.92422,0,6.9639
367.7,367.7,0,-4.93887,-4.93887,0,6.98462
367.651,367.651,0,-4.953,-4.953,0,7.0046
367.601,367.601,0,-4.96662,-4.96662,0,7.02386
367.552,367.552,0,-4.97973,-4.97973,0,7.0424
367.502,367.502,0,-4.99232,-4.99232,0,7.0602
367.452,367.452,0,-5.00439,-5.00439,0,7.07728
367.402,367.402,0,-5.01596,-5.01596,0,7.09363
367.351,367.351,0,-5.027,-5.027,0,7.10926
367.301,367.301,0,-5.03754,-5.03754,0,7.12415
367.251,367.251,0,-5.04756,-5.04756,0,7.13833
367.2,367.2,0,-5.05706,-5.05706,0,7.15177
367.15,367.15,0,-5.06606,-5.06606,0,7.16449
367.099,367.099,0,-5.07453,-5.07453,0,7.17647
367.048,367.048,0,-5.0825,-5.0825,0,7.18774
366.997,366.997,0,-5.08995,-5.08995,0,7.19827
366.946,366.946,0,-5.09688,-5.09688,0,7.20808
366.895,366.895,0,-5.1033,-5.1033,0,7.21716
366.844,366.844,0,-5.10921,-5.10921,0,7.22552
366.793,366.793,0,-5.1146,-5.1146,0,7.23314
366.742,366.742,0,-5.11948,-5.11948,0,7.24004
366.691,366.691,0,-5.12385,-5.12385,0,7.24622
366.639,366.639,0,-5.1277,-5.1277,0,7.25166
366.588,366.588,0,-5.13104,-5.13104,0,7.25638
366.537,366.537,0,-5.13386,-5.13386,0,7.26037
366.485,366.485,0,-5.13617,-5.13617,0,7.26364
366.434,366.434,0,-5.13796,-5.13796,0,7.26618
366.383,366.383,0,-5.13924,-5.13924,0,7.26799
366.331,366.331,0,-5.14001,-5.14001,0,7.26907
366.28,366.28,0,-5.14026,-5.14026,0,7.26943
366.28,366.28,0,-5.14026,-5.14026,0,7.26943
366.229,366.229,0,-5.14,-5.14,0,7.26906
366.177,366.177,0,-5.13922,-5.13922,0,7.26796
366.126,366.126,0,-5.13793,-5.13793,0,7.26614
366.074,366.074,0,-5.13613,-5.13613,0,7.26359
366.023,366.023,0,-5.13381,-5.13381,0,7.26031
365.972,365.972,0,-5.13098,-5.13098,0,7.2563
365.92,365.92,0,-5.12764,-5.12764,0,7.25157
365.869,365.869,0,-5.12378,-5.12378,0,7.24611
365.818,365.818,0,-5.1194,-5.1194,0,7.23993
365.767,365.767,0,-5.11452,-5.11452,0,7.23302
365.716,365.716,0,-5.10911,-5.10911,0,7.22538
365.665,365.665,0,-5.1032,-5.1032,0,7.21701
365.614,365.614,0,-5.09677,-5.09677,0,7.20792
365.563,365.563,0,-5.08983,-5.08983,0,7.1981
365.512,365.512,0,-5.08237,-5.08237,0,7.18756
365.461,365.461,0,-5.0744,-5.0744,0,7.17628
365.41,365.41,0,-5.06591,-5.06591,0,7.16428
365.36,365.36,0,-5.05692,-5.05692,0,7.15156
365.309,365.309,0,-5.0474,-5.0474,0,7.1381
365.259,365.259,0,-5.03738,-5.03738,0,7.12392
365.208,365.208,0,-5.02683,-5.02683,0,7.10902
365.158,365.158,0,-5.01578,-5.01578,0,7.09338
365.108,365.108,0,-5.00421,-5.00421,0,7.07702
365.058,365.058,0,-4.99213,-4.99213,0,7.05994
365.008,365.008,0,-4.97953,-4.97953,0,7.04212
364.959,364.959,0,-4.96642,-4.96642,0,7.02358
364.909,364.909,0,-4.9528,-4.9528,0,7.00431
364.859,364.859,0,-4.93866,-4.93866,0,6.98432
364.81,364.81,0,-4.92401,-4.92401,0,6.96359
364.761,364.761,0,-4.90884,-4.90884,0,6.94215
364.712,364.712,0,-4.89316,-4.89316,0,6.91997
364.663,364.663,0,-4.87696,-4.87696,0,6.89707
364.614,364.614,0,-4.86026,-4.86026,0,6.87344
364.566,364.566,0,-4.84303,-4.84303,0,6.84908
364.518,364.518,0,-4.8253,-4.8253,0,6.824
364.469,364.469,0,-4.80705,-4.80705,0,6.79819
364.421,364.421,0,-4.78828,-4.78828,0,6.77165
364.374,364.374,0,-4.769,-4.769,0,6.74439
364.326,364.326,0,-4.74921,-4.74921,0,6.7164
364.279,364.279,0,-4.72891,-4.72891,0,6.68768
364.232,364.232,0,-4.70809,-4.70809,0,6.65824
364.185,364.185,0,-4.68675,-4.68675,0,6.62807
364.138,364.138,0,-4.66491,-4.66491,0,6.59717
364.091,364.091,0,-4.64254,-4.64254,0,6.56555
364.045,364.045,0,-4.61967,-4.61967,0,6.5332
363.999,363.999,0,-4.59628,-4.59628,0,6.50012
363.953,363.953,0,-4.57237,-4.57237,0,6.46631
363.907,363.907,0,-4.54796,-4.54796,0,6.43178
363.862,363.862,0,-4.52302,-4.52302,0,6.39652
363.817,363.817,0,-4.49758,-4.49758,0,6.36054
363.772,363.772,0,-4.47162,-4.47162,0,6.32383
363.728,363.728,0,-4.44515,-4.44515,0,6.28639
363.683,363.683,0,-4.41816,-4.41816,0,6.24822
363.639,363.639,0,-4.39066,-4.39066,0,6.20933
363.595,363.595,0,-4.36264,-4.36264,0,6.16971
363.552,363.552,0,-4.33411,-4.33411,0,6.12936
363.509,363.509,0,-4.30507,-4.30507,0,6.08829
363.466,363.466,0,-4.27551,-4.27551,0,6.04649
363.423,363.423,0,-4.24544,-4.24544,0,6.00396
363.381,363.381,0,-4.21486,-4.21486,0,5.96071
363.339,363.339,0,-4.18376,-4.18376,0,5.91673
363.297,363.297,0,-4.15214,-4.15214,0,5.87202
363.256,363.256,0,-4.12002,-4.12002,0,5.82658
363.215,363.215,0,-4.08738,-4.08738,0,5.78042
363.174,363.174,0,-4.05422,-4.05422,0,5.73354
363.134,363.134,0,-4.02055,-4.02055,0,5.68592
363.094,363.094,0,-3.98637,-3.98637,0,5.63758
363.054,363.054,0,-3.95167,-3.95167,0,5.58851
363.015,363.015,0,-3.91646,-3.91646,0,5.53872
362.976,362.976,0,-3.88074,-3.88074,0,5.48819
362.937,362.937,0,-3.8445,-3.8445,0,5.43694
362.899,362.899,0,-3.80775,-3.80775,0,5.38497
362.861,362.861,0,-3.77048,-3.77048,0,5.33227
362.823,362.823,0,-3.7327,-3.7327,0,5.27884
362.786,362.786,0,-3.69441,-3.69441,0,5.22468
362.75,362.75,0,-3.6556,-3.6556,0,5.1698
362.713,362.713,0,-3.61628,-3.61628,0,5.11419
362.677,362.677,0,-3.57644,-3.57644,0,5.05785
362.642,362.642,0,-3.53609,-3.53609,0,5.00078
362.606,362.606,0,-3.49522,-3.49522,0,4.94299
362.572,362.572,0,-3.45385,-3.45385,0,4.88448
362.537,362.537,0,-3.41195,-3.41195,0,4.82523
362.503,362.503,0,-3.36955,-3.36955,0,4.76526
362.47,362.47,0,-3.32663,-3.32663,0,4.70456
362.437,362.437,0,-3.28319,-3.28319,0,4.64314
362.404,362.404,0,-3.23925,-3.23925,0,4.58099
362.372,362.372,0,-3.19478,-3.19478,0,4.51811
362.34,362.34,0,-3.14981,-3.14981,0,4.4545
362.309,362.309,0,-3.10432,-3.10432,0,4.39017
362.278,362.278,0,-3.05832,-3.05832,0,4.32511
362.248,362.248,0,-3.0118,-3.0118,0,4.25933
362.218,362.218,0,-2.96477,-2.96477,0,4.19281
362.189,362.189,0,-2.91722,-2.91722,0,4.12557
362.16,362.16,0,-2.86916,-2.86916,0,4.05761
362.131,362.131,0,-2.82059,-2.82059,0,3.98891
362.103,362.103,0,-2.7715,-2.7715,0,3.91949
362.076,362.076,0,-2.7219,-2.7219,0,3.84935
362.049,362.049,0,-2.67178,-2.67178,0,3.77847
362.022,362.022,0,-2.62115,-2.62115,0,3.70687
361.997,361.997,0,-2.57001,-2.57001,0,3.63454
361.997,361.997,0,-2.57001,-2.57001,0,3.63454
361.971,361.971,0,-2.51912,-2.51912,0,3.56258
361.946,361.946,0,-2.46927,-2.46927,0,3.49207
361.922,361.922,0,-2.42044,-2.42044,0,3.42301
361.898,361.898,0,-2.37263,-2.37263,0,3.35541
361.874,361.874,0,-2.32586,-2.32586,0,3.28926
361.851,361.851,0,-2.28011,-2.28011,0,3.22457
361.829,361.829,0,-2.23539,-2.23539,0,3.16133
361.806,361.806,0,-2.1917,-2.1917,0,3.09954
361.785,361.785,0,-2.14904,-2.14904,0,3.0392
361.763,361.763,0,-2.10741,-2.10741,0,2.98032
361.743,361.743,0,-2.0668,-2.0668,0,2.9229
361.722,361.722,0,-2.02722,-2.02722,0,2.86692
361.702,361.702,0,-1.98867,-1.98867,0,2.8124
361.682,361.682,0,-1.95115,-1.95115,0,2.75934
361.663,361.663,0,-1.91465,-1.91465,0,2.70773
361.644,361.644,0,-1.87919,-1.87919,0,2.65757
361.625,361.625,0,-1.84475,-1.84475,0,2.60887
361.607,361.607,0,-1.81134,-1.81134,0,2.56162
361.589,361.589,0,-1.77895,-1.77895,0,2.51582
361.572,361.572,0,-1.7476,-1.7476,0,2.47148
361.554,361.554,0,-1.71727,-1.71727,0,2.42859
361.537,361.537,0,-1.68797,-1.68797,0,2.38715
361.521,361.521,0,-1.6597,-1.6597,0,2.34717
361.504,361.504,0,-1.63246,-1.63246,0,2.30864
361.488,361.488,0,-1.60624,-1.60624,0,2.27157
361.472,361.472,0,-1.58105,-1.58105,0,2.23595
361.456,361.456,0,-1.55689,-1.55689,0,2.20178
361.441,361.441,0,-1.53376,-1.53376,0,2.16907
361.426,361.426,0,-1.51166,-1.51166,0,2.13781
361.411,361.411,0,-1.49058,-1.49058,0,2.108
361.396,361.396,0,-1.47054,-1.47054,0,2.07965
361.381,361.381,0,-1.45152,-1.45152,0,2.05275
361.367,361.367,0,-1.43352,-1.43352,0,2.02731
361.352,361.352,0,-1.41656,-1.41656,0,2.00332
361.338,361.338,0,-1.40062,-1.40062,0,1.98078
361.324,361.324,0,-1.38572,-1.38572,0,1.9597
361.311,361.311,0,-1.37184,-1.37184,0,1.94007
361.297,361.297,0,-1.35899,-1.35899,0,1.9219
361.283,361.283,0,-1.34716,-1.34716,0,1.90517
361.27,361.27,0,-1.33636,-1.33636,0,1.88991
361.257,361.257,0,-1.3266,-1.3266,0,1.87609
361.244,361.244,0,-1.31786,-1.31786,0,1.86373
361.23,361.23,0,-1.31014,-1.31014,0,1.85282
361.217,361.217,0,-1.30346,-1.30346,0,1.84337
361.204,361.204,0,-1.2978,-1.2978,0,1.83537
361.191,361.191,0,-1.29318,-1.29318,0,1.82883
361.178,361.178,0,-1.28958,-1.28958,0,1.82373
361.166,361.166,0,-1.287,-1.287,0,1.8201
361.153,361.153,0,-1.28546,-1.28546,0,1.81791
361.14,361.14,0,-1.28494,-1.28494,0,1.81718
361.127,361.127,0,-1.28545,-1.28545,0,1.81791
361.114,361.114,0,-1.28699,-1.28699,0,1.82008
361.101,361.101,0,-1.28956,-1.28956,0,1.82371
361.088,361.088,0,-1.29316,-1.29316,0,1.8288
361.075,361.075,0,-1.29778,-1.29778,0,1.83534
361.062,361.062,0,-1.30343,-1.30343,0,1.84333
361.049,361.049,0,-1.31011,-1.31011,0,1.85277
361.036,361.036,0,-1.31782,-1.31782,0,1.86367
361.023,361.023,0,-1.32655,-1.32655,0,1.87603
361.01,361.01,0,-1.33631,-1.33631,0,1.88983
360.996,360.996,0,-1.3471,-1.3471,0,1.90509
360.983,360.983,0,-1.35892,-1.35892,0,1.92181
360.969,360.969,0,-1.37177,-1.37177,0,1.93998
360.955,360.955,0,-1.38565,-1.38565,0,1.9596
360.941,360.941,0,-1.40055,-1.40055,0,1.98067
360.927,360.927,0,-1.41648,-1.41648,0,2.0032
360.913,360.913,0,-1.43344,-1.43344,0,2.02719
360.899,360.899,0,-1.45142,-1.45142,0,2.05262
360.884,360.884,0,-1.47044,-1.47044,0,2.07951
360.869,360.869,0,-1.49048,-1.49048,0,2.10786
360.854,360.854,0,-1.51155,-1.51155,0,2.13766
360.839,360.839,0,-1.53365,-1.53365,0,2.16891
360.823,360.823,0,-1.55678,-1.55678,0,2.20161
360.808,360.808,0,-1.58093,-1.58093,0,2.23577
360.792,360.792,0,-1.60611,-1.60611,0,2.27139
360.776,360.776,0,-1.63232,-1.63232,0,2.30845
360.759,360.759,0,-1.65956,-1.65956,0,2.34698
360.742,360.742,0,-1.68783,-1.68783,0,2.38695
360.725,360.725,0,-1.71712,-1.71712,0,2.42838
360.708,360.708,0,-1.74744,-1.74744,0,2.47126
360.69,360.69,0,-1.77879,-1.77879,0,2.5156
360.673,360.673,0,-1.81117,-1.81117,0,2.56138
360.654,360.654,0,-1.84458,-1.84458,0,2.60863
360.636,360.636,0,-1.87901,-1.87901,0,2.65732
360.617,360.617,0,-1.91447,-1.91447,0,2.70748
360.597,360.597,0,-1.95096,-1.95096,0,2.75908
360.578,360.578,0,-1.98848,-1.98848,0,2.81214
360.558,360.558,0,-2.02703,-2.02703,0,2.86665
360.537,360.537,0,-2.0666,-2.0666,0,2.92262
360.516,360.516,0,-2.1072,-2.1072,0,2.98003
360.495,360.495,0,-2.14883,-2.14883,0,3.03891
360.473,360.473,0,-2.19149,-2.19149,0,3.09923
360.451,360.451,0,-2.23518,-2.23518,0,3.16101
360.429,360.429,0,-2.27989,-2.27989,0,3.22425
360.406,360.406,0,-2.32563,-2.32563,0,3.28894
360.382,360.382,0,-2.3724,-2.3724,0,3.35508
360.358,360.358,0,-2.4202,-2.4202,0,3.42267
360.334,360.334,0,-2.46902,-2.46902,0,3.49172
360.309,360.309,0,-2.51887,-2.51887,0,3.56223
360.283,360.283,0,-2.56976,-2.56976,0,3.63418
360.283,360.283,0,-2.56976,-2.56976,0,3.63418
360.257,360.257,0,-2.62089,-2.62089,0,3.7065
360.231,360.231,0,-2.67152,-2.67152,0,3.7781
360.204,360.204,0,-2.72163,-2.72163,0,3.84896
360.176,360.176,0,-2.77122,-2.77122,0,3.9191
360.148,360.148,0,-2.82031,-2.82031,0,3.98852
360.12,360.12,0,-2.86887,-2.86887,0,4.0572
360.091,360.091,0,-2.91693,-2.91693,0,4.12516
360.062,360.062,0,-2.96447,-2.96447,0,4.19239
360.032,360.032,0,-3.01149,-3.01149,0,4.2589
360.001,360.001,0,-3.05801,-3.05801,0,4.32467
359.971,359.971,0,-3.10401,-3.10401,0,4.38973
359.939,359.939,0,-3.14949,-3.14949,0,4.45405
359.908,359.908,0,-3.19446,-3.19446,0,4.51765
359.875,359.875,0,-3.23892,-3.23892,0,4.58052
359.843,359.843,0,-3.28286,-3.28286,0,4.64266
359.81,359.81,0,-3.32629,-3.32629,0,4.70408
