x,y
0.0,-5.0
1.020408163265306,-5.0
2.0408163265306123,-5.0
3.0612244897959187,-5.0
4.081632653061225,-5.0
5.1020408163265305,-5.0
6.122448979591837,-5.0
7.142857142857143,-5.0
8.16326530612245,-5.0
9.183673469387756,-5.0
10.20408163265306,-5.0
11.224489795918368,-5.0
12.244897959183676,-5.0
13.26530612244898,-5.0
14.285714285714286,-5.0
15.306122448979592,-5.0
16.3265306122449,-5.0
17.346938775510203,-5.0
18.367346938775512,-5.0
19.387755102040817,-5.0
20.40816326530612,-5.0
21.42857142857143,-5.0
22.448979591836736,-5.0
23.46938775510204,-5.0
24.48979591836735,-5.0
25.51020408163265,-5.0
26.53061224489796,-5.0
27.551020408163264,-5.0
28.571428571428573,-5.0
29.59183673469388,-5.0
30.612244897959183,-5.0
31.63265306122449,-5.0
32.6530612244898,-5.0
33.673469387755105,-5.0
34.69387755102041,-5.0
35.714285714285715,-5.0
36.734693877551024,-5.0
37.755102040816325,-5.0
38.775510204081634,-5.0
39.79591836734694,-5.0
40.81632653061224,-5.0
41.83673469387755,-5.0
42.85714285714286,-5.0
43.87755102040816,-5.0
44.89795918367347,-5.0
45.91836734693878,-5.0
46.93877551020408,-5.0
47.95918367346939,-5.0
48.9795918367347,-5.0
50.0,-4.99990
50.16025788785827,-4.997431081003439
51.76151952915267,-4.935803419752719
53.35554270885701,-4.771709193537175
54.93577724380901,-4.50582270073043
56.49572961134533,-4.1392365259638915
58.02898963257897,-3.6734570504621695
59.52925681319945,-3.110398261999494
60.990366233555335,-2.4523738899133845
62.406313881631384,-1.7020878974945188
63.77128132482182,-0.8626233708215931
65.079659619118,0.06257015030073099
66.32607235746232,1.069690847240715
67.50539776255836,2.1546002450280026
68.612789733352,3.3128402182347307
69.64369775870038,4.539651310369257
70.59388561639832,5.829992291503871
71.45944878072386,7.178560873769788
72.23683046697212,8.579815499595531
72.92283624704635,10.02799811315523
73.51464717604856,11.517157821455752
74.00983137592836,13.041175347831825
74.40635402859179,14.593788177366832
74.70258573740523,16.16861629090988
74.89730922273564,17.759188381942774
74.98972432401376,19.35896844856689
74.97945128776544,20.96138265133669
74.86653232810019,22.559846326576167
74.65143145324433,24.147791044174458
74.33503255883161,25.718691598673814
73.91863579578656,27.26609282273874
73.40395222772531,28.783636112823046
72.79309679982835,30.26508555803564
72.08857964807694,31.704353564836392
71.29329578456613,33.09552587226325
70.4105132012789,34.43288585489946
69.44385944120627,35.7109380137136
68.39730669199497,36.92443055824375
67.2751554633763,38.06837698733116
66.08201691544946,39.13807657972282
64.82279391043515,40.12913371034393
63.502660865763616,41.03747591286353
62.12704249128292,41.859370614332796
60.701591497963136,42.59144047312744
59.23216536969404,43.23067725716923
57.72480229362758,43.77445420539668
56.185696347971735,44.220536821689706
54.62117204919434,44.567092056893564
53.03765836322854,44.81269584121091
51.44166228747253,44.95633893601017
50.0,44.990
50.0,45.0
48.97959183673469,45.0
47.95918367346939,45.0
46.93877551020408,45.0
45.91836734693877,45.0
44.89795918367347,45.0
43.87755102040816,45.0
42.85714285714285,45.0
41.83673469387755,45.0
40.81632653061224,45.0
39.79591836734694,45.0
38.775510204081634,45.0
37.755102040816325,45.0
